pre,rec,u_user_id
0.7575757575757576,0.18248175182481752,u1
0.4,0.18181818181818182,u2
0.5714285714285714,0.15384615384615385,u3
0.6666666666666666,0.2,u4
0.5909090909090909,0.15476190476190477,u5
0.7777777777777778,0.2079207920792079,u6
-1.0,-1.0,u7
0.8571428571428571,0.20689655172413793,u8
0.3333333333333333,0.1,u9
-1.0,-1.0,u10
0.46153846153846156,0.15789473684210525,u11
0.5,0.11538461538461539,u12
-1.0,-1.0,u13
0.8,0.14035087719298245,u14
0.6666666666666666,0.22727272727272727,u15
0.7647058823529411,0.18309859154929578,u16
0.5,0.2222222222222222,u17
0.7692307692307693,0.2542372881355932,u18
0.5,0.1,u19
0.8333333333333334,0.22727272727272727,u20
0.6086956521739131,0.16666666666666666,u21
0.7647058823529411,0.22413793103448276,u22
0.5909090909090909,0.20634920634920634,u23
0.6,0.2222222222222222,u24
0.7,0.1891891891891892,u25
1.0,0.3902439024390244,u26
1.0,0.13333333333333333,u27
0.7777777777777778,0.175,u28
0.5,0.11764705882352941,u29
0.5,0.16666666666666666,u30
0.2,0.07692307692307693,u31
0.6,0.15789473684210525,u32
0.6666666666666666,0.2,u33
0.5,0.1,u34
0.0,0.0,u35
0.0,0.0,u36
0.5555555555555556,0.25,u37
0.3333333333333333,0.08620689655172414,u38
0.6666666666666666,0.2222222222222222,u39
0.6,0.23076923076923078,u40
1.0,0.3333333333333333,u41
0.6818181818181818,0.15789473684210525,u42
0.9642857142857143,0.24770642201834864,u43
0.7,0.19718309859154928,u44
0.8571428571428571,0.3157894736842105,u45
1.0,0.125,u46
0.5,0.2222222222222222,u47
0.625,0.15151515151515152,u48
0.6923076923076923,0.16666666666666666,u49
0.3333333333333333,0.09090909090909091,u50
0.0,0.0,u51
0.125,0.047619047619047616,u52
0.75,0.25,u53
0.5714285714285714,0.11428571428571428,u54
0.5,0.09090909090909091,u55
0.8695652173913043,0.21052631578947367,u56
0.6923076923076923,0.17307692307692307,u57
0.75,0.20270270270270271,u58
0.8301886792452831,0.2634730538922156,u59
0.6896551724137931,0.2247191011235955,u60
0.3333333333333333,0.1111111111111111,u61
0.9333333333333333,0.25688073394495414,u62
0.6666666666666666,0.17777777777777778,u63
0.8148148148148148,0.24175824175824176,u64
0.6666666666666666,0.25,u65
1.0,0.29411764705882354,u66
0.6666666666666666,0.1111111111111111,u67
0.75,0.1875,u68
0.5555555555555556,0.18518518518518517,u69
0.5263157894736842,0.18518518518518517,u70
0.4,0.125,u71
0.7777777777777778,0.21875,u72
0.5,0.125,u73
0.6,0.16666666666666666,u74
0.45454545454545453,0.14285714285714285,u75
-1.0,-1.0,u76
0.8888888888888888,0.24242424242424243,u77
0.0,0.0,u78
1.0,0.21428571428571427,u79
0.3333333333333333,0.06666666666666667,u80
0.2857142857142857,0.07142857142857142,u81
0.7142857142857143,0.18292682926829268,u82
0.5263157894736842,0.12987012987012986,u83
0.6,0.24,u84
0.6923076923076923,0.20930232558139536,u85
1.0,0.16666666666666666,u86
0.5714285714285714,0.16326530612244897,u87
0.0,0.0,u88
0.4,0.1111111111111111,u89
0.6585365853658537,0.19852941176470587,u90
0.5,0.125,u91
0.8431372549019608,0.23369565217391305,u92
0.0,0.0,u93
0.8727272727272727,0.2681564245810056,u94
0.8205128205128205,0.2644628099173554,u95
0.8571428571428571,0.21428571428571427,u96
0.75,0.21428571428571427,u97
0.0,0.0,u98
0.8,0.1643835616438356,u99
-1.0,-1.0,u100
0.6666666666666666,0.20689655172413793,u101
0.8571428571428571,0.23076923076923078,u102
1.0,0.21428571428571427,u103
0.8,0.25,u104
0.5,0.2857142857142857,u105
0.2857142857142857,0.05555555555555555,u106
0.6666666666666666,0.2222222222222222,u107
1.0,0.25,u108
0.9090909090909091,0.3,u109
0.45,0.17647058823529413,u110
0.6666666666666666,0.16666666666666666,u111
0.8333333333333334,0.22727272727272727,u112
0.42857142857142855,0.15,u113
0.5,0.14285714285714285,u114
0.5,0.13953488372093023,u115
0.45454545454545453,0.18181818181818182,u116
0.8888888888888888,0.16,u117
0.3,0.10344827586206896,u118
0.6666666666666666,0.1927710843373494,u119
0.3333333333333333,0.08333333333333333,u120
0.7272727272727273,0.2857142857142857,u121
0.25,0.07407407407407407,u122
0.2857142857142857,0.08,u123
0.3333333333333333,0.1,u124
0.5909090909090909,0.14130434782608695,u125
1.0,0.22727272727272727,u126
1.0,0.16666666666666666,u127
0.8,0.24390243902439024,u128
1.0,0.2,u129
0.8409090909090909,0.21142857142857144,u130
0.6666666666666666,0.13333333333333333,u131
0.0,0.0,u132
0.75,0.375,u133
1.0,0.23076923076923078,u134
0.4,0.05714285714285714,u135
0.2,0.06666666666666667,u136
0.5,0.13043478260869565,u137
0.5,0.125,u138
0.3333333333333333,0.1111111111111111,u139
0.5,0.09090909090909091,u140
1.0,0.38095238095238093,u141
0.4,0.15384615384615385,u142
0.3333333333333333,0.2,u143
0.7037037037037037,0.19387755102040816,u144
0.6521739130434783,0.22900763358778625,u145
0.75,0.3,u146
0.5,0.1,u147
0.625,0.15625,u148
0.5,0.2727272727272727,u149
1.0,0.09090909090909091,u150
0.7560975609756098,0.2198581560283688,u151
0.4117647058823529,0.19444444444444445,u152
0.3333333333333333,0.1,u153
0.3333333333333333,0.08333333333333333,u154
1.0,0.18181818181818182,u155
0.0,0.0,u156
0.3333333333333333,0.08333333333333333,u157
0.6666666666666666,0.21621621621621623,u158
0.6470588235294118,0.2894736842105263,u159
0.5625,0.16666666666666666,u160
0.625,0.20833333333333334,u161
1.0,0.22727272727272727,u162
0.6666666666666666,0.2,u163
0.5,0.13333333333333333,u164
0.75,0.25,u165
1.0,0.2,u166
-1.0,-1.0,u167
0.75,0.17647058823529413,u168
0.6,0.21428571428571427,u169
0.3333333333333333,0.14285714285714285,u170
0.5,0.2222222222222222,u171
0.0,0.0,u172
0.8333333333333334,0.3125,u173
0.4583333333333333,0.13580246913580246,u174
0.4,0.13333333333333333,u175
0.5,0.23809523809523808,u176
0.8666666666666667,0.25,u177
0.9736842105263158,0.30833333333333335,u178
0.4,0.10526315789473684,u179
0.625,0.1724137931034483,u180
-1.0,-1.0,u181
1.0,0.21428571428571427,u182
0.42857142857142855,0.13043478260869565,u183
0.7272727272727273,0.2033898305084746,u184
0.3333333333333333,0.08333333333333333,u185
0.5,0.13636363636363635,u186
0.125,0.045454545454545456,u187
0.7857142857142857,0.2037037037037037,u188
0.7037037037037037,0.24358974358974358,u189
0.5555555555555556,0.21739130434782608,u190
1.0,0.11764705882352941,u191
0.4,0.13333333333333333,u192
0.6666666666666666,0.16666666666666666,u193
0.85,0.23776223776223776,u194
0.3333333333333333,0.0851063829787234,u195
0.2,0.05555555555555555,u196
0.9230769230769231,0.18181818181818182,u197
0.8076923076923077,0.28,u198
0.75,0.14285714285714285,u199
0.7857142857142857,0.21153846153846154,u200
0.7358490566037735,0.22807017543859648,u201
0.3333333333333333,0.14285714285714285,u202
0.8,0.19047619047619047,u203
0.75,0.13043478260869565,u204
0.5,0.08333333333333333,u205
0.75,0.1935483870967742,u206
0.6363636363636364,0.21649484536082475,u207
0.5,0.045454545454545456,u208
0.5,0.11764705882352941,u209
0.5294117647058824,0.14516129032258066,u210
0.8,0.25,u211
0.25,0.125,u212
0.875,0.23728813559322035,u213
0.8,0.18461538461538463,u214
0.5833333333333334,0.16279069767441862,u215
0.6111111111111112,0.1896551724137931,u216
0.7777777777777778,0.1794871794871795,u217
0.125,0.05,u218
0.0,0.0,u219
1.0,0.16666666666666666,u220
0.55,0.1746031746031746,u221
0.9245283018867925,0.28160919540229884,u222
0.7692307692307693,0.18867924528301888,u223
0.375,0.07792207792207792,u224
0.3333333333333333,0.08333333333333333,u225
0.42857142857142855,0.15789473684210525,u226
0.5555555555555556,0.22727272727272727,u227
1.0,0.07142857142857142,u228
1.0,0.2,u229
0.6666666666666666,0.20689655172413793,u230
0.5,0.09090909090909091,u231
0.5454545454545454,0.13043478260869565,u232
0.5882352941176471,0.23809523809523808,u233
-1.0,-1.0,u234
0.5454545454545454,0.1276595744680851,u235
0.6470588235294118,0.2037037037037037,u236
0.3333333333333333,0.09523809523809523,u237
1.0,0.2,u238
0.7142857142857143,0.2054794520547945,u239
1.0,0.3333333333333333,u240
0.6666666666666666,0.18181818181818182,u241
0.5,0.1111111111111111,u242
0.36363636363636365,0.1111111111111111,u243
0.7241379310344828,0.17355371900826447,u244
0.6666666666666666,0.2222222222222222,u245
0.5925925925925926,0.19047619047619047,u246
0.3333333333333333,0.09090909090909091,u247
1.0,0.14285714285714285,u248
0.7727272727272727,0.2361111111111111,u249
0.6875,0.19298245614035087,u250
0.8181818181818182,0.2727272727272727,u251
0.5,0.1,u252
0.6428571428571429,0.21951219512195122,u253
0.5714285714285714,0.16216216216216217,u254
0.5454545454545454,0.16216216216216217,u255
0.6071428571428571,0.18478260869565216,u256
0.7142857142857143,0.19230769230769232,u257
1.0,0.13333333333333333,u258
0.3333333333333333,0.10526315789473684,u259
0.6666666666666666,0.16666666666666666,u260
0.5,0.058823529411764705,u261
0.75,0.19230769230769232,u262
0.6666666666666666,0.15873015873015872,u263
0.4,0.10526315789473684,u264
0.6666666666666666,0.21052631578947367,u265
0.0,0.0,u266
0.6153846153846154,0.20253164556962025,u267
0.6136363636363636,0.18120805369127516,u268
0.7560975609756098,0.1987179487179487,u269
0.5555555555555556,0.15151515151515152,u270
0.8,0.27350427350427353,u271
0.5714285714285714,0.2,u272
0.0,0.0,u273
0.7777777777777778,0.21875,u274
0.75,0.19148936170212766,u275
0.8732394366197183,0.2672413793103448,u276
0.7142857142857143,0.19230769230769232,u277
0.6666666666666666,0.18181818181818182,u278
-1.0,-1.0,u279
0.7777777777777778,0.25225225225225223,u280
0.25,0.1111111111111111,u281
1.0,0.16666666666666666,u282
0.42857142857142855,0.12,u283
0.8571428571428571,0.3157894736842105,u284
0.5,0.125,u285
0.6923076923076923,0.2076923076923077,u286
0.5714285714285714,0.11764705882352941,u287
0.6,0.1875,u288
0.3333333333333333,0.07142857142857142,u289
0.5789473684210527,0.15492957746478872,u290
-1.0,-1.0,u291
0.7142857142857143,0.14705882352941177,u292
0.8301886792452831,0.2543352601156069,u293
0.7619047619047619,0.24242424242424243,u294
0.72,0.1875,u295
0.8333333333333334,0.2054794520547945,u296
0.8695652173913043,0.20202020202020202,u297
0.5263157894736842,0.20408163265306123,u298
0.7105263157894737,0.21428571428571427,u299
0.3333333333333333,0.125,u300
0.918918918918919,0.27419354838709675,u301
0.5,0.09090909090909091,u302
0.855072463768116,0.28365384615384615,u303
0.3333333333333333,0.07692307692307693,u304
0.8709677419354839,0.27835051546391754,u305
0.3333333333333333,0.058823529411764705,u306
0.6923076923076923,0.15517241379310345,u307
0.8148148148148148,0.24581005586592178,u308
0.5,0.1111111111111111,u309
1.0,0.058823529411764705,u310
0.8378378378378378,0.21232876712328766,u311
0.65625,0.22580645161290322,u312
0.7894736842105263,0.27522935779816515,u313
-1.0,-1.0,u314
0.45454545454545453,0.11904761904761904,u315
0.36363636363636365,0.12903225806451613,u316
0.3333333333333333,0.1,u317
0.4583333333333333,0.14102564102564102,u318
0.25,0.14285714285714285,u319
0.631578947368421,0.16,u320
0.5,0.16981132075471697,u321
0.3333333333333333,0.08333333333333333,u322
0.8181818181818182,0.2,u323
0.3333333333333333,0.26666666666666666,u324
0.47368421052631576,0.13636363636363635,u325
0.7142857142857143,0.2702702702702703,u326
0.813953488372093,0.3211009174311927,u327
0.7142857142857143,0.2631578947368421,u328
0.7777777777777778,0.25,u329
0.5238095238095238,0.1774193548387097,u330
0.2,0.06666666666666667,u331
0.6206896551724138,0.26865671641791045,u332
0.0,0.0,u333
0.7037037037037037,0.33043478260869563,u334
0.3333333333333333,0.1111111111111111,u335
0.38095238095238093,0.17777777777777778,u336
0.2,0.07692307692307693,u337
0.7,0.20588235294117646,u338
0.6923076923076923,0.28125,u339
1.0,0.35294117647058826,u340
0.6666666666666666,0.2222222222222222,u341
0.34375,0.1506849315068493,u342
0.6410256410256411,0.3125,u343
0.7777777777777778,0.25925925925925924,u344
0.696969696969697,0.23469387755102042,u345
0.42424242424242425,0.23728813559322035,u346
0.9,0.34615384615384615,u347
0.7142857142857143,0.18518518518518517,u348
0.2857142857142857,0.15384615384615385,u349
0.5,0.26666666666666666,u350
0.42857142857142855,0.21428571428571427,u351
0.7142857142857143,0.38461538461538464,u352
0.4,0.5,u353
0.4473684210526316,0.20987654320987653,u354
0.2,0.16666666666666666,u355
1.0,0.3333333333333333,u356
0.5384615384615384,0.2916666666666667,u357
0.0,0.0,u358
0.3333333333333333,0.07692307692307693,u359
0.5294117647058824,0.2727272727272727,u360
0.47368421052631576,0.20930232558139536,u361
0.75,0.42857142857142855,u362
0.4807692307692308,0.24509803921568626,u363
0.3333333333333333,0.16666666666666666,u364
0.4444444444444444,0.2,u365
0.5,0.125,u366
0.5,0.17391304347826086,u367
0.375,0.23076923076923078,u368
0.0,0.0,u369
0.21428571428571427,0.15789473684210525,u370
0.4444444444444444,0.3333333333333333,u371
0.09090909090909091,0.045454545454545456,u372
0.5641025641025641,0.2857142857142857,u373
0.6458333333333334,0.3875,u374
0.0,0.0,u375
0.2,0.125,u376
0.6,0.23076923076923078,u377
0.7272727272727273,0.43243243243243246,u378
0.5294117647058824,0.3,u379
0.6551724137931034,0.41304347826086957,u380
-1.0,-1.0,u381
0.25,0.1,u382
0.07692307692307693,0.05263157894736842,u383
0.25,0.16666666666666666,u384
